Name,Link,Tags,Actors,Director,Decade,Genre,Similar Stuff
Citizen Kane,https://www.youtube.com/watch?v=o-kB0ij07E0,"classic, drama, mystery, media, influential","Orson Welles, Joseph Cotten, Dorothy Comingore, Agnes Moorehead, Ruth Warrick",Orson Welles,1940,Drama,"The Magnificent Ambersons, Touch of Evil, Sunset Boulevard, All About Eve, The Third Man"
City of Lies,https://www.youtube.com/watch?v=7vChHfOvJaQ,"crime, mystery, thriller, biographical, police investigation","Johnny Depp, Forest Whitaker, Toby Huss, Dayton Callie, Neil Brown Jr.",Brad Furman,2010,Crime,"Zodiac, L.A. Confidential, The Black Dahlia, Gangster Squad, Mulholland Falls"
Clear and Present Danger,https://www.youtube.com/watch?v=AjWsjJNmjy4,"political-thriller, action, espionage, crime, adaptation","Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida, Henry Czerny",Phillip Noyce,1990,Thriller,"Patriot Games, The Hunt for Red October, The Sum of All Fears, Jack Ryan: Shadow Recruit, Body of Lies"
Cliffhanger,https://www.youtube.com/watch?v=xH_9NCnlNwQ,Loading...,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn",Renny Harlin,1990,Thriller,"Vertical Limit, The Edge, K2, Alive, The Grey, Everest, 127 Hours"
Coco,https://youtu.be/R6hCGSs_uKo?feature=shared,"family, music, adventure, animation, Mexican-culture","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renee Victor","Lee Unkrich, Adrian Molina",2010,Animation,"The Book of Life, Kubo and the Two Strings, Moana, Encanto, Soul, Inside Out, Ferdinand, The Corpse Bride, Coraline, Raya and the Last Dragon"
Coma,https://www.youtube.com/watch?v=3OBAZRoAS64,"medical thriller, suspense, conspiracy, hospital setting, based on novel","Geneviève Bujold, Michael Douglas, Elizabeth Ashley, Rip Torn, Richard Widmark",Michael Crichton,1970,Thriller,"Flatliners, Awake, The Lazarus Effect, Jacob's Ladder, Re-Animator"
Con Air,https://www.youtube.com/watch?v=LLsSXkOk8nM,"action, crime, thriller, prison, escape","Nicolas Cage, John Cusack, John Malkovich, Ving Rhames, Steve Buscemi",Simon West,1990,Action,"The Rock, Face/Off, Broken Arrow, Air Force One, Die Hard 2, Speed, Executive Decision"
Congo,https://www.youtube.com/watch?v=_RJqrsZQFA8,"adventure, thriller, jungle, sci-fi, action","Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry, Grant Heslov",Frank Marshall,1990,Adventure,"Jurassic Park, The Lost World: Jurassic Park, King Kong, Anaconda, The Ghost and the Darkness"
Conquest of the Planet of the Apes,https://www.youtube.com/watch?v=Fl3dfPIAm8M,"dystopian, sci-fi, rebellion, apes, futuristic","Roddy McDowall, Don Murray, Ricardo Montalban, Natalie Trundy, Hari Rhodes",J. Lee Thompson,1970,Science fiction,"Rise of the Planet of the Apes, Dawn of the Planet of the Apes, War for the Planet of the Apes, Battle for the Planet of the Apes, Escape from the Planet of the Apes"
Conspiracy,https://www.youtube.com/watch?v=AHgL8fZbaq0,"thriller, mystery, political, suspense, drama","Kenneth Branagh, Stanley Tucci, Colin Firth, Ian McNeice, David Threlfall",Frank Pierson,2010,Thriller,"The Manchurian Candidate, All the President's Men, JFK, Tinker Tailor Soldier Spy, The Parallax View"
Contact,https://www.youtube.com/watch?v=bacYFrf4q04,"science fiction, space exploration, alien contact, drama, adaptation","Jodie Foster, Matthew McConaughey, James Woods, John Hurt, Tom Skerritt",Robert Zemeckis,1990,Science-fiction,"Interstellar, Arrival, Close Encounters of the Third Kind, The Abyss, 2001: A Space Odyssey"
Contagion,https://www.youtube.com/watch?v=c72Pt575fnA,"pandemic, thriller, medical, suspense, drama","Marion Cotillard, Matt Damon, Laurence Fishburne, Jude Law, Gwyneth Paltrow",Steven Soderbergh,2010,Thriller,"Outbreak, The Andromeda Strain, 28 Days Later, World War Z, 12 Monkeys, The Hot Zone"
Cop Land,https://www.youtube.com/watch?v=KXfsLKa5vlQ&t=5693s,"crime, drama, thriller, corruption, police","Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro, Peter Berg",James Mangold,1990,Crime,"L.A. Confidential, Mystic River, The Departed, Serpico, Training Day"
Crash,https://www.youtube.com/watch?v=vAnGtSdsMT0,"drama, racism, social issues, ensemble cast, interconnected stories","Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, William Fichtner",Paul Haggis,2000,Drama,"Babel, Traffic, Magnolia, 21 Grams, Amores Perros, The Air I Breathe, Syriana, Grand Canyon"
Cry Freedom,https://www.youtube.com/watch?v=WH_3hbUPgzY,"apartheid, biographical, political, drama, historical","Kevin Kline, Denzel Washington, Penelope Wilton, Kevin McNally, John Thaw",Richard Attenborough,1980,Drama,"Mandela: Long Walk to Freedom, Invictus, The Power of One, Sarafina!, A Dry White Season"
Dallas Buyers Club,https://www.youtube.com/watch?v=g1yhBPM4Lnk,"drama, biographical, AIDS, medical, survival","Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn, Dallas Roberts",Jean-Marc Vallée,2010,Drama,"Philadelphia, The Normal Heart, 50/50, The Theory of Everything, Still Alice, My Left Foot, The Sessions"
Darr,https://www.youtube.com/watch?v=FybioscjEMw,"psychological thriller, Bollywood, obsession, romance, stalker","Shah Rukh Khan, Juhi Chawla, Sunny Deol, Anupam Kher, Tanvi Azmi",Yash Chopra,1990,Thriller,"Baazigar, Anjaam, Gupt: The Hidden Truth, Fear, Cape Fear"
Death at a Funeral,https://www.youtube.com/watch?v=PShrvY05-OA,"comedy, family-dynamics, funeral, dark-humor, British","Matthew Macfadyen, Keeley Hawes, Andy Nyman, Ewen Bremner, Daisy Donovan","Frank Oz, Neil LaBute",2000,Comedy,"Four Weddings and a Funeral, The Royal Tenenbaums, Little Miss Sunshine, The Darjeeling Limited, A Fish Called Wanda"
Decieved,https://www.youtube.com/watch?v=Q2l0rHu3W2s,"thriller, mystery, crime, deception, drama","Goldie Hawn, John Heard, Damon Redfern, Charles Kassatly, Robin Bartlett",Clive Donner,1990,Thriller,"Gone Girl, The Girl on the Train, Side Effects, A Perfect Murder, The Hand That Rocks the Cradle"
Demetrius and the Gladiators,https://www.youtube.com/watch?v=vqoNlsMh82k,"historical, drama, sequel, ancient Rome, action","Victor Mature, Susan Hayward, Michael Rennie, Debra Paget, Anne Bancroft",Delmer Daves,1950,Historical,"Ben-Hur, Spartacus, The Robe, Quo Vadis, Cleopatra"
Detective Byomkesh Bakshy,https://www.youtube.com/watch?v=2izSzktgYpo,"detective, mystery, thriller, crime, noir","Sushant Singh Rajput, Anand Tiwari, Neeraj Kabi, Divya Menon, Swastika Mukherjee",Dibakar Banerjee,2010,Mystery,"Sherlock Holmes, Kahaani, Talaash, Raazi, Badla, Sacred Games, The Girl with the Dragon Tattoo"
Dial M for Murder,https://www.youtube.com/watch?v=1XDargd09KE,"crime, thriller, mystery, suspense, classic","Ray Milland, Grace Kelly, Robert Cummings, John Williams, Anthony Dawson",Alfred Hitchcock,1950,Thriller,"Rear Window, Rope, Vertigo, North by Northwest, The Man Who Knew Too Much"
Dial M for Murder,https://www.youtube.com/watch?v=Jl9rsKq1BTQ,"crime, thriller, mystery, suspense, classic","Ray Milland, Grace Kelly, Robert Cummings, John Williams, Anthony Dawson",Alfred Hitchcock,1950,Thriller,"Rear Window, Rope, Vertigo, North by Northwest, The Man Who Knew Too Much"
Die Hard,https://www.youtube.com/watch?v=1N6GDFBxWT0,"Action, Thriller, Christmas, Heist, 1980s","Bruce Willis, Alan Rickman, Bonnie Bedelia, Alexander Godunov, Reginald VelJohnson",John McTiernan,1980,Action,"Lethal Weapon, Speed, The Rock, Con Air, True Lies"
Die Hard 2: Die Harder,https://www.youtube.com/watch?v=VS-FTN-yHVg,"action, thriller, sequel, terrorism, law enforcement","Bruce Willis, Bonnie Bedelia, William Atherton, Reginald VelJohnson, Franco Nero",Renny Harlin,1980,Action,"Speed, Lethal Weapon, The Last Boy Scout, Under Siege, Cliffhanger, True Lies, Executive Decision"
Die Hard With a Vengeance,https://www.youtube.com/watch?v=cOyXmjC1b7g,"action, thriller, crime, sequel, adventure","Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene, Colleen Camp",John McTiernan,1990,Action,"Lethal Weapon, Speed, The Rock, Con Air, Face/Off"
Disclosure (1994),https://www.youtube.com/watch?v=QoWE-Lm0p-Y,"thriller, drama, corporate, sexual-harassment, legal","Michael Douglas, Demi Moore, Donald Sutherland, Caroline Goodall, Roma Maffia",Barry Levinson,1990,Thriller,"Basic Instinct (1992), Fatal Attraction (1987), The Firm (1993), A Perfect Murder (1998), Jagged Edge (1985)"
District 9,https://www.youtube.com/watch?v=DQMeTRuuUKY,"sci-fi, aliens, apartheid, action, social commentary","Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike, John Sumner",Neill Blomkamp,2000,Sci-fi,"Elysium, Chappie, Cloverfield, Children of Men, The Host, Edge of Tomorrow"
Double Indemnity,https://youtu.be/l7AjKUDyrCE?si=gHJFeXLru8XS-zEO,"film noir, crime, insurance fraud, murder plot, suspense","Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Porter Hall, Jean Heather",Billy Wilder,1940,Noir,"The Postman Always Rings Twice, Sunset Boulevard, Out of the Past, The Maltese Falcon, Laura"
Downfall,https://www.youtube.com/watch?v=h4vYfomDPnE&t=46s,"World War II, Hitler, historical drama, Berlin, final days","Bruno Ganz, Alexandra Maria Lara, Corinna Harfouch, Ulrich Matthes, Juliane Köhler",Oliver Hirschbiegel,2000,Drama,"Valkyrie, The Pianist, Schindler's List, Das Boot, Letters from Iwo Jima"
Downsizing,https://youtu.be/S_wKSLLJhLc?feature=shared,"satire, science fiction, social commentary, drama, environmental","Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig, Jason Sudeikis",Alexander Payne,2010,Science-fiction,"Honey, I Shrunk the Kids, The Incredible Shrinking Man, Ant-Man, Fantastic Voyage, Inner Workings"
Dr No,https://youtu.be/AUkU_QhTWmA?si=SqYRmh-mUiDwZkgQ,"spy, thriller, action, James Bond, espionage","Sean Connery, Ursula Andress, Joseph Wiseman, Jack Lord, Bernard Lee",Terence Young,1960,Spy,"From Russia with Love, Goldfinger, Thunderball, Live and Let Die, The Spy Who Loved Me, Casino Royale, Skyfall, Spectre"
Dr. Strangelove Or: How I Learned To Stop Worrying And Love The Bomb,https://www.youtube.com/watch?v=d-X_D2JUAAY,"satire, black-comedy, cold-war, political, nuclear-threat","Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn, Slim Pickens",Stanley Kubrick,1960,Satire,"Fail-Safe, The War Game, Seven Days in May, Paths of Glory, The Bedford Incident, Thirteen Days"
Dracula: Dead and Loving It,https://www.youtube.com/watch?v=X4bgoVHlT0Y,"vampire, comedy, parody, horror, spoof","Leslie Nielsen, Peter MacNicol, Steven Weber, Amy Yasbeck, Lysette Anthony",Mel Brooks,1990,Comedy,"Young Frankenstein, The Fearless Vampire Killers, Love at First Bite, Dark Shadows, Vampires Suck"
Dug's special mission,https://www.youtube.com/watch?v=neABxy6d-lU,Loading...,"Bob Peterson, Delroy Lindo, Jerome Ranft, Ed Asner, Jordan Nagai",Ronnie del Carmen,2000,Animation,"Up, Ratatouille, Finding Dory, Monsters University, Toy Story Toons: Small Fry, The Incredibles, Cars Toons: Mater's Tall Tales"
Dumb and Dumber (Unrated),https://www.youtube.com/watch?v=sefrRvy1kmU,"comedy, road trip, slapstick, buddy film, unrated","Jim Carrey, Jeff Daniels, Lauren Holly, Mike Starr, Karen Duffy","Peter Farrelly, Bobby Farrelly",1990,Comedy,"Ace Ventura: Pet Detective, The Mask, Tommy Boy, Me, Myself & Irene, Liar Liar, Step Brothers, Anchorman: The Legend of Ron Burgundy, Billy Madison, Happy Gilmore"
Dune,https://www.youtube.com/watch?v=sQBn-pbJEH4,"science fiction, adventure, epic, futuristic, political","Timothée Chalamet, Rebecca Ferguson, Oscar Isaac, Josh Brolin, Stellan Skarsgård",Denis Villeneuve,2020,Science-fiction,"Blade Runner 2049, Arrival, Interstellar, Mad Max: Fury Road, The Martian, Star Wars: Episode IV - A New Hope, Prometheus, Star Trek, Avatar"
"E.T.,The Extra-Terrestrial",https://www.youtube.com/watch?v=6Dvuf_R6KtM,"aliens, friendship, adventure, family, 1980s","Henry Thomas, Dee Wallace, Robert MacNaughton, Drew Barrymore, Peter Coyote",Steven Spielberg,1980,Sci-Fi,"Close Encounters of the Third Kind,Flight of the Navigator,The Iron Giant,Cocoon,Super 8,Starman,Explorers,Mac and Me"
EL CID,https://www.youtube.com/watch?v=6OWDeGGTey4,"historical drama, Spanish series, medieval, hero, warfare","Jaime Lorente, José Luis García Pérez, Elia Galera, Carlos Bardem, Alicia Sanz","José Velasco, Marco A. Castillo",1960,Historical,"Kingdom of Heaven, Braveheart, The Last Kingdom, Robin Hood, Spartacus, Gladiator, Troy, Alexander, The Eagle, Vikings"
Eastern Promises,https://www.youtube.com/watch?v=H5erJ0J0nP4,"crime, thriller, mafia, violence, mystery","Viggo Mortensen, Naomi Watts, Vincent Cassel, Armin Mueller-Stahl, Sinead Cusack",David Cronenberg,2000,Crime,"A History of Violence, The Road, No Country for Old Men, The Departed, Zodiac, Mystic River, Gone Baby Gone"
Elvis,https://www.youtube.com/watch?v=84pqAlp2mLI,"biography, music, drama, historical, performance","Austin Butler, Tom Hanks, Olivia DeJonge, Helen Thomson, Richard Roxburgh",Baz Luhrmann,2020,Biographical,"Walk the Line, Ray, La Bamba, The Buddy Holly Story, Great Balls of Fire, Bohemian Rhapsody, Rocketman"
Emily Bronte's Wuthering Heights (1992),https://www.youtube.com/watch?v=1h_kCl5erJk,"gothic, romance, drama, adaptation, tragedy","Juliette Binoche, Ralph Fiennes, Janet McTeer, Sophie Ward, Simon Ward",Peter Kosminsky,1990,Gothic,"Pride and Prejudice (2005), Jane Eyre (2011), Sense and Sensibility (1995), Little Women (2019), The Age of Innocence (1993)"
Enter the Dragon (1973),https://www.youtube.com/watch?v=vEh16ncnw9U&t=2s,Loading...,"Bruce Lee, John Saxon, Jim Kelly, Ahna Capri, Bob Wall",Robert Clouse,1970,Martial Arts,"The Big Boss (1971), Fist of Fury (1972), Game of Death (1978), Way of the Dragon (1972), Bloodsport (1988), Iron Monkey (1993), Police Story (1985), The 36th Chamber of Shaolin (1978), Five Deadly Venoms (1978), Ong-Bak: The Thai Warrior (2003)"
Escape From the Planet of the Apes,https://www.youtube.com/watch?v=A8A18vpD-Kw,Loading...,"Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy, Eric Braeden",Don Taylor,1970,Science fiction,"Beneath the Planet of the Apes, Conquest of the Planet of the Apes, Battle for the Planet of the Apes, Planet of the Apes (1968), Rise of the Planet of the Apes, Dawn of the Planet of the Apes, War for the Planet of the Apes"
Essex Boys,https://www.youtube.com/watch?v=iumCA4kTjhY,Loading...,"Charlie Creed-Miles, Sean Bean, Gareth Milne, Alex Kingston, Holly Davidson",Terry Winsor,2000,Crime,"Layer Cake, Snatch, Lock, Stock and Two Smoking Barrels, The Business, Rise of the Footsoldier"
Everything Everywhere All At Once,https://www.youtube.com/watch?v=Do-CfOPfkUs,"multiverse, sci-fi, action, comedy, existential","Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, James Hong, Jamie Lee Curtis","Daniel Kwan, Daniel Scheinert",2020,Multiverse,"The Matrix, Inception, Doctor Strange, Cloud Atlas, Interstellar, Donnie Darko, The Butterfly Effect, Coherence, Primer, Eternal Sunshine of the Spotless Mind"
Evil Under the Sun,https://www.youtube.com/watch?v=2byKmRaeJ_k&t=18s,"mystery, crime, adaptation, detective, suspense","Peter Ustinov, James Mason, Maggie Smith, Jane Birkin, Colin Blakely",Guy Hamilton,1980,Mystery,"Death on the Nile, Murder on the Orient Express, The Mirror Crack'd, And Then There Were None"
Falling Down,https://www.youtube.com/watch?v=EvL6ponmuwU,"crime, drama, psychological, thriller, social-commentary","Michael Douglas, Robert Duvall, Barbara Hershey, Rachel Ticotin, Frederic Forrest",Joel Schumacher,1990,Thriller,"Taxi Driver, Joker, American History X, Fight Club, A Clockwork Orange, Cape Fear, The Game"
Fargo · S1,https://www.youtube.com/show/SCeNlayrL2d30xm8FsS1sWSg?season=0b1&sbp=CgMwYjE%253D,Loading...,"Billy Bob Thornton, Martin Freeman, Allison Tolman, Colin Hanks, Bob Odenkirk",Noah Hawley,2010,Crime,"Breaking Bad, True Detective, The Killing, Broadchurch, Ozark, Mindhunter, Twin Peaks"
Fatal Attraction,https://www.youtube.com/watch?v=sGaF1vLha3g,Loading...,"Michael Douglas, Glenn Close, Anne Archer, Ellen Hamilton Latzen, Stuart Pankin",Adrian Lyne,1980,Thriller,"Basic Instinct, Unfaithful, Single White Female, Obsessed, The Hand That Rocks the Cradle, Indecent Proposal, Disclosure, Cape Fear"
Fawlty Towers · S1,https://www.youtube.com/show/SCFGDWpBXsGyEbRjEQ8A1g6A?season=1&sbp=CgEx,Loading...,"John Cleese, Prunella Scales, Andrew Sachs, Connie Booth, Ballard Berkeley","John Howard Davies, Bob Spiers",1970,Comedy,"The Office (UK) · S1, Blackadder · S1, Yes Minister · S1, Father Ted · S1, Monty Python's Flying Circus · S1"
Finding Dory,https://youtu.be/5aTCOrA80To?feature=shared,"animation, adventure, family, underwater, sequel","Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson, Hayden Rolence","Andrew Stanton, Angus MacLane",2010,Animation,"Finding Nemo, The Little Mermaid, Moana, Toy Story, Inside Out, Up, Monsters, Inc., Cars"
Finding Nemo,https://www.youtube.com/watch?v=3rd1L6vMcsM,,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett","Andrew Stanton, Lee Unkrich",2000,Animation,"Finding Dory, The Little Mermaid, Shark Tale, Moana, Ice Age, Madagascar"
For A Few Dollars More,https://www.youtube.com/watch?v=raiTTUO1m48,"Western, Spaghetti Western, Revenge, Outlaw, Gunfight","Clint Eastwood, Lee Van Cleef, Gian Maria Volonté, Mario Brega, Luigi Pistilli",Sergio Leone,1960,Western,"A Fistful of Dollars, The Good, the Bad and the Ugly, Once Upon a Time in the West, Django Unchained, High Plains Drifter"
From Russia With Love,https://youtu.be/T4IY2PlAM6M?feature=shared,"spy, thriller, action, espionage, Cold-War","Sean Connery, Daniela Bianchi, Pedro Armendáriz, Lotte Lenya, Robert Shaw",Terence Young,1960,Spy,"Dr. No, Goldfinger, Thunderball, You Only Live Twice, Live and Let Die, The Spy Who Loved Me, Casino Royale"
Gandhi,https://www.youtube.com/watch?v=lRB2MiSjmTk,Loading...,"Ben Kingsley, Candice Bergen, Edward Fox, John Gielgud, Trevor Howard",Richard Attenborough,1980,Biography,"Lincoln, Mandela: Long Walk to Freedom, The King's Speech, Selma, A Beautiful Mind, The Theory of Everything, Hotel Rwanda"
Geronimo: An American Legend,https://www.youtube.com/watch?v=9x6w_Y2_7Rg,"Western, Historical, Biographical, Native American, Drama","Wes Studi, Jason Patric, Gene Hackman, Robert Duvall, Matt Damon",Walter Hill,1990,Western,"Dances with Wolves, The Last of the Mohicans, Bury My Heart at Wounded Knee, Little Big Man, The Outlaw Josey Wales, Fort Apache, The Searchers"
Get Out,https://www.youtube.com/watch?v=YfLSryEaAfw,"horror, thriller, social commentary, psychological, mystery","Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford, Caleb Landry Jones",Jordan Peele,2010,Horror,"Us, The Invisible Man, A Quiet Place, Hereditary, The Babadook, It Follows, Split, The Witch"
Gladiator,https://youtu.be/mhntiTnwcGs?si=zHhwrk2kc3Z5WMG2,"historical, drama, action, epic, adventure","Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris",Ridley Scott,2000,Historical,"Spartacus, Troy, 300, Braveheart, Alexander, Kingdom of Heaven, The Last Samurai, Ben-Hur, The Eagle, Centurion"
Goldfinger,https://youtu.be/2FDzGpQk8mU?si=SSPPUOHSVhor0xxU,"spy, action, thriller, James Bond, classic","Sean Connery, Honor Blackman, Gert Fröbe, Shirley Eaton, Tania Mallet",Guy Hamilton,1960,Spy,"Dr. No, From Russia with Love, Thunderball, You Only Live Twice, Diamonds Are Forever, Live and Let Die"
Good Kill (IFC),https://www.youtube.com/watch?v=UpleTynHhZY,Loading...,"Ethan Hawke, January Jones, Zoë Kravitz, Jake Abel, Bruce Greenwood",Andrew Niccol,2010,Drama,"Eye in the Sky, Drone, Full Metal Jacket, American Sniper, Zero Dark Thirty"
"Good Night, And Good Luck",https://www.youtube.com/watch?v=gcFH2Y7bdmk,"historical, journalism, political, drama, biographical","David Strathairn, Patricia Clarkson, George Clooney, Jeff Daniels, Frank Langella",George Clooney,2000,Drama,"The Post, Spotlight, All the President's Men, Frost/Nixon, The Insider, Broadcast News"
Goodfellas,https://www.youtube.com/watch?v=3yWyYhF1Ag0,Loading...,"Ray Liotta, Robert De Niro, Joe Pesci, Lorraine Bracco, Paul Sorvino",Martin Scorsese,1990,Crime,"The Godfather, Casino, The Sopranos, Donnie Brasco, The Departed, Scarface, The Untouchables, A Bronx Tale, Mean Streets, American Gangster"
Gravity (2013),https://www.youtube.com/watch?v=39Hd2l7_HKg,"space, survival, thriller, science fiction, drama","Sandra Bullock, George Clooney",Alfonso Cuarón,2010,Sci-fi,"Interstellar (2014), The Martian (2015), Apollo 13 (1995), Ad Astra (2019), Moon (2009)"
Haider,https://www.youtube.com/watch?v=lumjWRWYdcw,"Shakespearean adaptation, political drama, revenge, conflict, tragedy","Shahid Kapoor, Tabu, Shraddha Kapoor, Kay Kay Menon, Irrfan Khan",Vishal Bhardwaj,2010,Drama,"Maqbool, Omkara, Fanaa, Raazi, Talvar"
Harry Potter and the Chamber of Secrets,https://youtu.be/oSNytbsFkRM?feature=shared,"magic, adventure, fantasy, mystery, wizardry","Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Kenneth Branagh",Chris Columbus,2000,Fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Percy Jackson & the Olympians: The Lightning Thief, The Golden Compass, Fantastic Beasts and Where to Find Them, The Hobbit: An Unexpected Journey, The Sorcerer's Apprentice, Eragon"
Harry Potter and the Deathly Hallows 1,https://youtu.be/CG6Z84ZgfE0?si=A9zTUKL35xVxvWHf,"magic, adventure, fantasy, dark forces, friendship","Daniel Radcliffe, Rupert Grint, Emma Watson, Ralph Fiennes, Alan Rickman",David Yates,2010,Fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Percy Jackson & the Olympians: The Lightning Thief, The Golden Compass, Fantastic Beasts and Where to Find Them, The Lord of the Rings: The Fellowship of the Ring"
Harry Potter and the Deathly Hallows 2,https://youtu.be/6SRt2Is9NcY?si=6ivwMbkYVAcHoYdB,"magic, fantasy, adventure, friendship, battle","Daniel Radcliffe, Rupert Grint, Emma Watson, Alan Rickman, Ralph Fiennes",David Yates,2010,Fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Percy Jackson & the Olympians: The Lightning Thief, The Golden Compass, Fantastic Beasts and Where to Find Them, The Lord of the Rings: The Fellowship of the Ring"
Harry Potter and the Goblet of Fire,https://youtu.be/CEmOJrx7_mE?feature=shared,"magic, adventure, fantasy, competition, coming-of-age","Daniel Radcliffe, Rupert Grint, Emma Watson, Tom Felton, Ralph Fiennes",Mike Newell,2000,Fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Percy Jackson & the Olympians: The Lightning Thief, The Golden Compass, Fantastic Beasts and Where to Find Them, The Lord of the Rings: The Fellowship of the Ring"
Harry Potter and the Half Blood Prince,https://youtu.be/yICcViIXyWA?feature=shared,"magic, fantasy, adventure, mystery, coming-of-age","Daniel Radcliffe, Rupert Grint, Emma Watson, Tom Felton, Michael Gambon",David Yates,2000,Fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Percy Jackson & the Olympians: The Lightning Thief, The Golden Compass, Fantastic Beasts and Where to Find Them, The Lord of the Rings: The Fellowship of the Ring, Eragon, The Spiderwick Chronicles, Stardust"
Harry Potter and the Order of the Phoenix,https://youtu.be/vhEkp55Lqvc?feature=shared,"magic, adventure, fantasy, coming-of-age, dark","Daniel Radcliffe, Rupert Grint, Emma Watson, Helena Bonham Carter, Robbie Coltrane",David Yates,2000,Fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Percy Jackson & the Olympians: The Lightning Thief, The Golden Compass, Fantastic Beasts and Where to Find Them, The Hobbit: An Unexpected Journey, Eragon, Stardust"
Harry Potter and the Philosopher's Stone,https://youtu.be/7zBBWAlpShY?feature=shared,"magic, adventure, fantasy, friendship, coming-of-age","Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Maggie Smith",Chris Columbus,2000,Fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Percy Jackson & the Olympians: The Lightning Thief, The Golden Compass, Fantastic Beasts and Where to Find Them, The Hobbit: An Unexpected Journey, Eragon, Stardust, The Spiderwick Chronicles, Miss Peregrine's Home for Peculiar Children, The Sorcerer's Apprentice"
Harry Potter and the Prisoner of Azkaban,https://youtu.be/rUfnUuX2IWM?si=f53Is2yY5XcDyW9C,"magic, fantasy, adventure, coming-of-age, wizardry","Daniel Radcliffe, Rupert Grint, Emma Watson, Gary Oldman, David Thewlis",Alfonso Cuarón,2000,Fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Percy Jackson & the Olympians: The Lightning Thief, Fantastic Beasts and Where to Find Them, The Golden Compass, The Hobbit: An Unexpected Journey, Stardust, Eragon"
Haywire,https://www.youtube.com/watch?v=JEv9rPZScPw,Loading...,"Gina Carano, Ewan McGregor, Michael Fassbender, Bill Paxton, Channing Tatum",Steven Soderbergh,2010,Action,"Salt, Colombiana, Atomic Blonde, The Long Kiss Goodnight, Nikita"
Hearts Of Darkness,https://www.youtube.com/watch?v=i806nauxsDU,Loading...,"Marlon Brando, Robert Duvall, Martin Sheen, Frederic Forrest, Albert Hall","Eleanor Coppola, Fax Bahr, George Hickenlooper",1990,Documentary,"Apocalypse Now, Full Metal Jacket, Platoon, The Deer Hunter, Born on the Fourth of July, Dispatches"
Heat: Director's Definitive Edition,https://www.youtube.com/watch?v=PzRizOp1WdQ,"crime, thriller, heist, action, drama","Al Pacino, Robert De Niro, Val Kilmer, Jon Voight, Tom Sizemore",Michael Mann,1990,Crime,"The Town, Ronin, Collateral, Public Enemies, Thief"
Hero,https://www.youtube.com/watch?v=bUjnWp8Y7lc,"superhero, action, adventure, fantasy, comic-based","Jet Li, Tony Leung Chiu-wai, Maggie Cheung, Zhang Ziyi, Donnie Yen",Zhang Yimou,2000,Superhero,"Gladiator, Braveheart, Troy, The Last Samurai, 300"
Hey Ram,https://www.youtube.com/watch?v=_hJTT5aZ7zk,Loading...,"Kamal Haasan, Shah Rukh Khan, Rani Mukerji, Hema Malini, Girish Karnad",Kamal Haasan,2000,Drama,"Gandhi, Earth, The Legend of Bhagat Singh, Sardar, Partition: 1947"
Home Alone,https://www.youtube.com/watch?v=SsqbZcWTL4Y,Loading...,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Catherine O'Hara",Chris Columbus,1990,Comedy,"Dennis the Menace, Richie Rich, The Parent Trap, Uncle Buck, Honey, I Shrunk the Kids"
Hoodlum,https://www.youtube.com/watch?v=BVfc9kz4-Xw,"crime, drama, 1930s, gangsters, Harlem","Laurence Fishburne, Tim Roth, Vanessa Williams, Andy Garcia, Cicely Tyson",Bill Duke,1990,Crime,"American Gangster, The Untouchables, Harlem Nights, New Jack City, Sugar Hill, Mobsters, King of New York"
